id,laboratory_id,active_principle_id,"created_at","updated_at","nombre",cod_minsa,"concentracion","forma_farmaceutica","forma_farmaceutica_simp","presentacion"
3798,31,NULL,NULL,NULL,"CLORURO DE SODIO",28700,"0.90%","Solución Inyectable","INYECTABLE","Caja Ampolla x 5 mL"
3799,31,NULL,NULL,NULL,"DEXTRO LUSA",28707,"33.30%","Solución Inyectable","INYECTABLE","Caja Ampolla x 20 mL"
3802,31,NULL,NULL,NULL,"SALVADORA SALES DE REHIDRATACION ORAL",29510,"","Polvo para Solución Oral","SOLUCION","Sobre X 20.5 g"
3803,31,NULL,NULL,NULL,"DOLO BENALGIN FORTE",29709,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
3804,31,NULL,NULL,NULL,"UROFECTIN FORTE",29717,"500 mg + 100 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Tabletas"
3808,31,NULL,NULL,NULL,"AMOXIPEN DUO",30902,"875 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
3829,33,NULL,NULL,NULL,"SALBUTAMOL",25692,"2 mg/5 mL","Jarabe","SOLUCION","Frasco X 120 mL"
3830,33,NULL,NULL,NULL,"MEBENDAZOL",26019,"100 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco x 30 mL"
3831,33,NULL,NULL,NULL,"TRIMICOT",26118,"","Crema","CREMA","Tubo x 10 g"
3832,33,NULL,NULL,NULL,"CODEINA FOSFATO",26658,"15 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
3833,33,NULL,NULL,NULL,"PARACETAMOL",27585,"100 mg/mL","Solución Oral","SOLUCION","Frasco x 10 mL"
3834,33,NULL,NULL,NULL,"BENZOATO DE BENCILO",27847,"25%","EMULSION TOPICA","EMULSION","Frasco x 120 mL"
3836,33,NULL,NULL,NULL,"CLORFENAMINA MALEATO",27849,"2 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
3838,33,NULL,NULL,NULL,"CLOTRIMAZOL",27851,"1%","Crema","CREMA","Tubo x 10 g"
3840,33,NULL,NULL,NULL,"DEXTROMETORFANO",27853,"15 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
3842,33,NULL,NULL,NULL,"PARACETAMOL",27857,"120 mg/5 mL","Jarabe","SOLUCION","Frasco X 120 mL"
3844,33,NULL,NULL,NULL,"SULFAMETOXAZOL + TRIMETOPRIMA",27860,"400 mg + 80 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
3845,33,NULL,NULL,NULL,"CLOTRIMAZOL",28068,"1%","Solución Tópica","AEROSOL","Frasco X 20 mL"
3846,33,NULL,NULL,NULL,"BETAMETASONA",28069,"0.05%","Crema","CREMA","Caja Tubo X 20 g"
3847,33,NULL,NULL,NULL,"SULFATO FERROSO",28071,"75 mg/5 mL","Jarabe","SOLUCION","Frasco X 180 mL"
3849,33,NULL,NULL,NULL,"IBUPROFENO",28839,"100 mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco X 60 mL"
3850,33,NULL,NULL,NULL,"METRONIDAZOL",29341,"125 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
3851,33,NULL,NULL,NULL,"NOPRAMAX",29345,"550 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
3852,33,NULL,NULL,NULL,"MUCOTRIM DILAT",29646,"7.5 mg + 0.005 mg /5 mL","Jarabe","SOLUCION","Frasco x 120 mL"
3859,35,NULL,NULL,NULL,"SEROTOCAF",31081,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 60 mL"
3860,35,NULL,NULL,NULL,"SEROTOCAF",31085,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
3861,35,NULL,NULL,NULL,"LESSTAMIN",31137,"2.5 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
3862,35,NULL,NULL,NULL,"LESSTAMIN",31155,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3863,35,NULL,NULL,NULL,"DILOVET",31455,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
3864,35,NULL,NULL,NULL,"CAFAZIT",31477,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
3865,35,NULL,NULL,NULL,"CAFAZIT",31482,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 60 mL"
3866,35,NULL,NULL,NULL,"DILOVET",31569,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco X 80 mL"
3869,36,NULL,NULL,NULL,"BIPERIDENO CLORHIDRATO",25958,"2 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3870,36,NULL,NULL,NULL,"GRAVITANOL N",26087,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
3871,36,NULL,NULL,NULL,"ENALAPRIL",26180,"20 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3872,36,NULL,NULL,NULL,"TIORFAN",27657,"100 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
3873,36,NULL,NULL,NULL,"ACIDO FOLICO",28949,"0.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3874,36,NULL,NULL,NULL,"OMEPRAZOL",28986,"20 mg","Cápsula de Liberación Retardada","CAPSULA","Caja Envase Blister Cápsulas"
3876,36,NULL,NULL,NULL,"TAPAZOL",29623,"20 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3889,36,NULL,NULL,NULL,"DEXAMETASONA",31284,"0.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3890,36,NULL,NULL,NULL,"BUCOCIP TOQUES",31331,"","Solución Oral","SOLUCION","Frasco X 10 mL"
3901,36,NULL,NULL,NULL,"CAPTOPRIL",31513,"25 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3902,37,NULL,NULL,NULL,"CLARIXLAB",26692,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3903,37,NULL,NULL,NULL,"LABOXINA",26693,"125 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3904,37,NULL,NULL,NULL,"TERBILAB",27832,"1%","Crema","CREMA","Caja Tubo X 15 g"
3905,37,NULL,NULL,NULL,"URODIAL 600",29015,"500 mg + 100 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
3906,37,NULL,NULL,NULL,"DESLORATADINA",29023,"5 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
3907,37,NULL,NULL,NULL,"CLARIXLAB PLUS",29343,"500 mg + 45 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
3908,37,NULL,NULL,NULL,"LABUTOL",29600,"87.33 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 150 mL"
3909,37,NULL,NULL,NULL,"VODRAVOL",30062,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3910,37,NULL,NULL,NULL,"URONOLAB FORTE",30802,"400 mg + 100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
3911,37,NULL,NULL,NULL,"DERMOLAB",30803,"","Crema","CREMA","Tubo x 10 g"
3912,37,NULL,NULL,NULL,"ATORVASTATINA",31052,"40 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas"
3918,37,NULL,NULL,NULL,"SINFLEMAX COMPUESTO ADULTO",31131,"","Jarabe","SOLUCION","Frasco X 100 mL"
3924,37,NULL,NULL,NULL,"SINFLEMAX COMPUESTO PEDIÁTRICO",31175,"","Jarabe","SOLUCION","Frasco X 100 mL"
3930,37,NULL,NULL,NULL,"LORALAB D",31399,"5 mg/5 mL","Jarabe","SOLUCION","Caja Frasco x 120 mL"
3932,37,NULL,NULL,NULL,"GÁRDIL",31478,"100 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 15 mL"
3939,38,NULL,NULL,NULL,"ZECAR 30",25504,"30 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
3940,38,NULL,NULL,NULL,"GLIBENCAR",25642,"150 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3942,38,NULL,NULL,NULL,"REDUX",26550,"100 U","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
3943,38,NULL,NULL,NULL,"REDUX",26551,"50 U","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
3956,38,NULL,NULL,NULL,"CEFTRIAXONA",26597,"1 g","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
3974,38,NULL,NULL,NULL,"ETIONAMIDA",26750,"250 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
3987,38,NULL,NULL,NULL,"LIDOCAINA CLORHIDRATO",26818,"35 mg/3.5 mL","Solución Inyectable","INYECTABLE","Ampolla X 3.5 mL"
3995,38,NULL,NULL,NULL,"MUCOCAR",26836,"100 mg/5 mL","Solución Oral","SOLUCION","Frasco x 120 mL"
4032,39,NULL,NULL,NULL,"AMBROVAL",27138,"250 mg + 7.5 mg","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco X 60 mL"
4033,39,NULL,NULL,NULL,"AMBROVAL",27139,"500 mg + 15 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
4034,39,NULL,NULL,NULL,"APRON F",27141,"125 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco X 60 mL"
4035,39,NULL,NULL,NULL,"ATORFIN",27142,"40 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4036,39,NULL,NULL,NULL,"BUSCOLIC COMPOSITUM",27143,"500 mg + 10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4038,39,NULL,NULL,NULL,"DOLOMIL FORTE",27149,"400 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4039,39,NULL,NULL,NULL,"DONAFORT L",27151,"2 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4040,39,NULL,NULL,NULL,"DUO BRONCOL",27152,"250 mg + 4 mg","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco X 60 mL"
4041,39,NULL,NULL,NULL,"DUOTRIM B",27153,"200 mg + 40 mg + 50 mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 100 mL"
4042,39,NULL,NULL,NULL,"DURECTAL 50",27155,"50 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4043,39,NULL,NULL,NULL,"DURECTAL 100",27156,"100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4044,39,NULL,NULL,NULL,"FEBROXAN",27157,"275 mg + 300 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4045,39,NULL,NULL,NULL,"HSAMALER",27159,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4046,39,NULL,NULL,NULL,"KLARIXAN",27160,"200 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco X 50 mL"
4047,39,NULL,NULL,NULL,"MEXIFLEX",27162,"15 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4048,39,NULL,NULL,NULL,"MUCOFAST",27163,"","Jarabe","SOLUCION","Caja Frasco x 120 mL"
4049,39,NULL,NULL,NULL,"MUCOPLUS DILAT",27164,"","Jarabe","SOLUCION","Caja Frasco x 120 mL"
4050,39,NULL,NULL,NULL,"NISOPLUS 50",27166,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4051,39,NULL,NULL,NULL,"PLIDOVAL",27168,"10 mg + 125 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4052,39,NULL,NULL,NULL,"URODIVAL F",27171,"400 mg + 100 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
4053,39,NULL,NULL,NULL,"UROFORTE",27172,"500 mg + 100 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
4054,40,NULL,NULL,NULL,"QLAIRA",25727,"","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
4055,40,NULL,NULL,NULL,"XARELTO",27536,"10 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
4056,40,NULL,NULL,NULL,"LOSARBON",29601,"100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4057,40,NULL,NULL,NULL,"ADALAT",31142,"10 mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas"
4059,41,NULL,NULL,NULL,"AFLAXIL COMPUESTO",30961,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4060,42,NULL,NULL,NULL,"ELIDOXX 100",30325,"100 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
4061,42,NULL,NULL,NULL,"FLUCOMED",30330,"150 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
4062,42,NULL,NULL,NULL,"LEXACIN",30334,"750 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas"
4063,43,NULL,NULL,NULL,"NONPIRON SABOR A FRESA",26047,"100 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
4064,43,NULL,NULL,NULL,"REGULAX SABOR A CEREZA",26220,"3.33 g/5 mL","Solución Oral","SOLUCION","Frasco X 120 mL"
4065,43,NULL,NULL,NULL,"AEROMIDE",29166,"200 µg","Suspensión para Inhalación","AEROSOL","Caja Frasco X 200 Dosis"
4066,43,NULL,NULL,NULL,"ELITON FE 50",29167,"50 mg/mL","Solución Oral","SOLUCION","Caja Frasco X 20 mL"
4067,43,NULL,NULL,NULL,"ELITON FE 50",29168,"50 mg/5 mL","Jarabe","SOLUCION","Caja Frasco x 100 mL"
4068,44,NULL,NULL,NULL,"ALDOMET",29634,"250 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4069,44,NULL,NULL,NULL,"ALDOMET",30400,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4070,45,NULL,NULL,NULL,"ATACAND",27474,"16 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4071,45,NULL,NULL,NULL,"ONGLYZA",28084,"2.5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
4073,45,NULL,NULL,NULL,"ONGLYZA",28086,"5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
4075,45,NULL,NULL,NULL,"BETALOC ZOK",29356,"100 mg","Tableta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas"
4076,45,NULL,NULL,NULL,"KOMBIGLYZE XR",30332,"2.5 mg + 1000 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
4077,45,NULL,NULL,NULL,"KOMBIGLYZE XR",30333,"5 mg + 1000 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
4078,45,NULL,NULL,NULL,"BRILINTA 90",30446,"90 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
4080,46,NULL,NULL,NULL,"ALOPURINOL",25443,"100 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4081,46,NULL,NULL,NULL,"CLORANFENICOL",25478,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
4082,46,NULL,NULL,NULL,"CLORPROMAZINA",25481,"100 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4083,46,NULL,NULL,NULL,"CLOZAPINA",25486,"100 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4084,46,NULL,NULL,NULL,"DOXICICLINA HICLATO",25496,"100 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
4085,46,NULL,NULL,NULL,"FLUCONAZOL",25515,"150 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
4086,46,NULL,NULL,NULL,"KETOCONAZOL",25535,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4087,46,NULL,NULL,NULL,"KETOROLACO",25538,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4088,46,NULL,NULL,NULL,"LORATADINA",25546,"5 mg/5 mL","Jarabe","SOLUCION","Caja Frasco X 30 mL"
4089,46,NULL,NULL,NULL,"LORATADINA",25547,"10 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4090,46,NULL,NULL,NULL,"ONDANSETRON",25568,"8 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4091,46,NULL,NULL,NULL,"ACICLOVIR",25612,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4092,46,NULL,NULL,NULL,"METRONIDAZOL",25647,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4093,46,NULL,NULL,NULL,"NORFLOXACINO",25653,"400 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4094,46,NULL,NULL,NULL,"RANITIDINA",25662,"300 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4095,46,NULL,NULL,NULL,"PREDNISONA",25698,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4096,46,NULL,NULL,NULL,"CELEVIT",25956,"200 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
4097,46,NULL,NULL,NULL,"CLORFENAMINA MALEATO",26114,"2 mg/5 mL","Jarabe","SOLUCION","Frasco x 120 mL"
4098,46,NULL,NULL,NULL,"NAPROXENO SODICO",26171,"550 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4099,46,NULL,NULL,NULL,"CIPROFLOXACINO",26190,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4100,46,NULL,NULL,NULL,"CLORFENAMINA MALEATO",26193,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4101,46,NULL,NULL,NULL,"CLOTRIMAZOL",26232,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4102,46,NULL,NULL,NULL,"HIOSCINA BUTILBROMURO",26257,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4104,46,NULL,NULL,NULL,"PARACETAMOL",26295,"120 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
4106,46,NULL,NULL,NULL,"IBUPROFENO",26315,"600 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4107,46,NULL,NULL,NULL,"CAPTOPRIL",26316,"25 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4109,46,NULL,NULL,NULL,"TETRACICLINA",26319,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
4111,46,NULL,NULL,NULL,"PREDNISONA",26321,"20 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4115,46,NULL,NULL,NULL,"ALPRAZOLAM",26363,"0.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4116,46,NULL,NULL,NULL,"DEXAMETASONA",26375,"0.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4117,46,NULL,NULL,NULL,"NAPROXENO SODICO",26624,"275 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4118,46,NULL,NULL,NULL,"ERITROMICINA ESTEARATO",26629,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4120,46,NULL,NULL,NULL,"SULFAMETOXAZOL + TRIMETOPRIMA",27545,"800 mg + 160 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4121,46,NULL,NULL,NULL,"GABAPENTINA",27555,"300 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
4126,46,NULL,NULL,NULL,"METFORMINA",27638,"850 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4127,46,NULL,NULL,NULL,"SIMVASTATINA",27653,"20 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4128,46,NULL,NULL,NULL,"ALERFIX",27673,"2.5 mg/5 mL","Solución Oral","SOLUCION","Frasco X 60 mL"
4130,46,NULL,NULL,NULL,"BISACODILO",27688,"5 mg","Tableta de Liberación Retardada","TABLETA","Caja Envase Blister Tabletas"
4131,46,NULL,NULL,NULL,"CARBAMAZEPINA",27689,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4132,46,NULL,NULL,NULL,"CETIRIZINA",27692,"5 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
4133,46,NULL,NULL,NULL,"CLONIXIDOL COMPOSITUM",27697,"125 mg + 10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas"
4135,46,NULL,NULL,NULL,"DEXTROMETORFANO BROMHIDRATO",27701,"15 mg/5 mL","Jarabe","SOLUCION","Caja Frasco x 120 mL"
4136,46,NULL,NULL,NULL,"DIMENHIDRINATO",27702,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4139,46,NULL,NULL,NULL,"ESPACIL COMPOSITUM",27710,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4140,46,NULL,NULL,NULL,"FLUCONAZOL",27713,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4141,46,NULL,NULL,NULL,"HIDROCLOROTIAZIDA",27715,"12.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4142,46,NULL,NULL,NULL,"HIDROCLOROTIAZIDA",27716,"25 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4143,46,NULL,NULL,NULL,"IBUPROFENO",27717,"100 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
4145,46,NULL,NULL,NULL,"IBUPROFENO",27719,"800 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4147,46,NULL,NULL,NULL,"LORAT",27725,"5 mg/5 mL","Solución Oral","SOLUCION","Caja Frasco X 60 mL"
4149,46,NULL,NULL,NULL,"LORTAN PLUS FORTE",27728,"100 mg + 25 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4150,46,NULL,NULL,NULL,"LORTAN PLUS",27729,"50 mg + 12.5 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4151,46,NULL,NULL,NULL,"LOSARTAN",27730,"100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4153,46,NULL,NULL,NULL,"NAXODOL",27740,"550 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4155,46,NULL,NULL,NULL,"OMEPRAZOL",27742,"20 mg","Cápsula de Liberación Retardada","CAPSULA","Caja Envase Blister Cápsulas"
4157,46,NULL,NULL,NULL,"Q FLOX",27747,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4159,46,NULL,NULL,NULL,"SULFAMETOXAZOL + TRIMETOPRIMA",27755,"200 mg + 40 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
4161,46,NULL,NULL,NULL,"BACLOFENO",29009,"10 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4163,46,NULL,NULL,NULL,"MYCTRIM BALSAMICO",29216,"200 mg + 40 mg + 50 mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco X 60 mL"
4169,46,NULL,NULL,NULL,"AMITRIPTILINA",30866,"25 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
4184,48,NULL,NULL,NULL,"LIVIAL",26097,"2.5 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
4186,48,NULL,NULL,NULL,"NASONEX (ALCOHOL FREE)",26615,"50 µg/Dosis","Suspensión Oral","SUSPENSION","Caja Frasco X 18 g (140 Dosis)"
4187,48,NULL,NULL,NULL,"AERIUS",26674,"2.5 mg/5 mL","Solución Oral","SOLUCION","Caja Frasco x 60 mL"
4188,48,NULL,NULL,NULL,"GARDASIL",27492,"","Suspensión Inyectable","INYECTABLE","Caja Vial X 0.5 mL"
4189,48,NULL,NULL,NULL,"ROTATEQ",27521,"","Suspensión Oral","SUSPENSION","Caja Tubo X 2 mL"
4190,48,NULL,NULL,NULL,"DIPROSPAN",27625,"","Suspensión Inyectable","INYECTABLE","Caja Ampolla x 1 mL"
4195,48,NULL,NULL,NULL,"VAQTA",29225,"25 U/0.5 mL","Suspensión Inyectable","INYECTABLE","Caja Vial"
4198,48,NULL,NULL,NULL,"VAQTA",29228,"50 U/mL","Suspensión Inyectable","INYECTABLE","Caja Vial"
4201,48,NULL,NULL,NULL,"FOSAMAX PLUS",29233,"70 mg + 140 µg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
4202,48,NULL,NULL,NULL,"CANCIDAS®",29234,"50 mg","Polvo para Solución para Perfusión","INYECTABLE","Caja Vial"
4203,48,NULL,NULL,NULL,"CANCIDAS",29235,"70 mg","Polvo para Solución para Perfusión","INYECTABLE","Caja Vial"
4204,48,NULL,NULL,NULL,"ELONVA",30326,"100 µg/0.5 mL","Solución Inyectable","INYECTABLE","Caja Jeringa prellenada X 0.5 mL"
4205,48,NULL,NULL,NULL,"ELONVA",30327,"150 µg/0.5 mL","Solución Inyectable","INYECTABLE","Caja Jeringa prellenada X 0.5 mL"
4206,48,NULL,NULL,NULL,"IVEMEND",30331,"150 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial X 10 mL"
4207,48,NULL,NULL,NULL,"ARCOXIA",31035,"120 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Tabletas"
4210,50,NULL,NULL,NULL,"ZESTANID",25344,"0.10%","EMULSION TOPICA","EMULSION","Tubo X 20 g"
4211,50,NULL,NULL,NULL,"COBALMIN",25464,"150 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
4212,50,NULL,NULL,NULL,"ETAMOLIN",25517,"15 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4213,50,NULL,NULL,NULL,"METILPREDNISOLONA",25554,"500 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial + Solvente X 10 mL"
4214,50,NULL,NULL,NULL,"PREDNISONA",25577,"20 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4215,50,NULL,NULL,NULL,"ERGOTAMINA + CAFEINA",25605,"1 mg + 100 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4216,50,NULL,NULL,NULL,"CODISTAT",25624,"60 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL"
4217,50,NULL,NULL,NULL,"FENTANILO",25635,"0.5 mg/10 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 10 mL"
4218,50,NULL,NULL,NULL,"ESTAVUDINA + LAMIVUDINA + NEVIRAPINA",25645,"30 mg + 150 mg + 200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4219,50,NULL,NULL,NULL,"SUCRALEX",26078,"1 g/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco X 180 mL"
4222,50,NULL,NULL,NULL,"DUO VENTIMAX ECO",26503,"100 µg + 50 µg/Dosis","Aerosol para Inhalación","AEROSOL","Caja Frasco X 200 Dosis"
4223,50,NULL,NULL,NULL,"NEUROPENTIN",26505,"300 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
4224,50,NULL,NULL,NULL,"NOVOCORTIL",26506,"250 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
4225,50,NULL,NULL,NULL,"COBALMIN",26632,"450 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
4226,50,NULL,NULL,NULL,"PACLITAXEL",26649,"30 mg/5 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Ampolla x 5 mL"
4227,50,NULL,NULL,NULL,"CITARABINA",26656,"500 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
4228,50,NULL,NULL,NULL,"BRONCO LEXIN",27410,"500 mg + 30 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
